sku,name,price,qty,year,capacity,power,horsepower,engcode
631659.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631660.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631661.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631662.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632030.0,BANCHETA SPATE,650.00,1.00,NULL,NULL,NULL,NULL,NULL
632031.0,VOLAN,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631665.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631666.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632032.0,CEAS BORD,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632033.0,AIRBAG VOLAN,450.00,1.00,NULL,NULL,NULL,NULL,NULL
631669.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632034.0,BLOC LUMINI VOLAN,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632035.0,MACARA GEAM FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632036.0,MACARA GEAM FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632037.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631674.0,USA FATA DREAPTA,350.00,1.00,NULL,NULL,NULL,NULL,NULL
632038.0,ELECTROMOTOR,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632039.0,FURTUN APA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631677.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631678.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631679.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631680.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631681.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631682.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631683.0,USA SPATE DREAPTA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631684.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632040.0,MOTOR,2430.00,1.00,NULL,NULL,NULL,NULL,NULL
631686.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631687.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631688.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631311.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631312.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631689.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631690.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632041.0,ALTERNATOR,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631692.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632042.0,ELECTROVENTILATOR,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631694.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631319.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631320.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631695.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631696.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632043.0,POMPA INJECTIE / INALTE,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631698.0,USA FATA DREAPTA CADRU,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632044.0,INJECTOR,100.00,4.00,NULL,NULL,NULL,NULL,NULL
632045.0,POMPA ABS,600.00,1.00,NULL,NULL,NULL,NULL,NULL
632046.0,POMPA COMBUSTIBIL,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632047.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
632048.0,CLAPETA ACCELERATIE,500.00,1.00,NULL,NULL,NULL,NULL,NULL
632049.0,DEBITMETRU AER,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631331.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632050.0,PLANETARA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632051.0,PLANETARA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632052.0,FUZETA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631335.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631336.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632053.0,FUZETA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631709.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631339.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631340.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631710.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632054.0,DISC FATA STANGA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631343.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631344.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632055.0,DISC SPATE STANGA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632056.0,DISC FATA DREAPTA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632057.0,DISC SPATE DREAPTA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632058.0,ET FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632059.0,ET SPATE DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631717.0,USA FATA STANGA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631718.0,USA FATA DREAPTA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631719.0,USA SPATE DREAPTA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631720.0,USA SPATE STANGA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631721.0,USA FATA STANGA COMPLETA,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631722.0,USA FATA DREAPTA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631723.0,USA SPATE DREAPTA COMPLETA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631724.0,USA SPATE STANGA COMPLETA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
632060.0,ET FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632061.0,ET SPATE STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632062.0,AMORTIZOR FATA DREAPTA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631728.0,USA SPATE STANGA FARA FATA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631729.0,USA FATA STANGA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631730.0,USA FATA DREAPTA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631731.0,USA SPATE DREAPTA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631732.0,USA SPATE STANGA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631733.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632063.0,AMORTIZOR SPATE DREAPTA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
632064.0,AMORTIZOR FATA STANGA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
632065.0,AMORTIZOR SPATE STANGA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631737.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631738.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631739.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631740.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631741.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631742.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631743.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631744.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632066.0,ARC FATA DREAPTA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631746.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631747.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631748.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632067.0,ARC FATA STANGA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631750.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632068.0,ARC SPATE DREAPTA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631752.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631753.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631754.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631755.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631756.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631757.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631758.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631759.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631760.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631761.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632069.0,ARC SPATE STANGA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631763.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631764.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631765.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631766.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632070.0,POMPA SERVO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631768.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631769.0,USA FATA STANGA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631770.0,USA FATA DREAPTA COMPLETA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631771.0,USA SPATE DREAPTA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631772.0,USA SPATE STANGA COMPLETA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631773.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631774.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631775.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631776.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631777.0,USA FATA STANGA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631778.0,USA FATA DREAPTA,800.00,1.00,NULL,NULL,NULL,NULL,NULL
632071.0,KIT AMBREIAJ,400.00,1.00,NULL,NULL,NULL,NULL,NULL
632072.0,VAS EXPANSIUNE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631781.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631782.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631783.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631784.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631785.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631786.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631787.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631788.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631789.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632073.0,CALCULATOR MOTOR,800.00,1.00,NULL,NULL,NULL,NULL,NULL
631792.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631793.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631794.0,USA FATA DREAPTA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631795.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631796.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631797.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631799.0,USA SPATE DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631800.0,USA SPATE STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631801.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631802.0,USA FATA DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631803.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631804.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631959.0,ARMATURA BARA FATA PLASTIC,40.00,2.00,NULL,NULL,NULL,NULL,NULL
631960.0,ARMATURA BARA FATA PLASTIC,40.00,1.00,NULL,NULL,NULL,NULL,NULL
631807.0,ARMATURA BARA FATA,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631808.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631809.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631810.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631811.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631812.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631813.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631814.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632074.0,KIT PORNIRE,1000.00,1.00,NULL,NULL,NULL,NULL,NULL
631816.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632075.0,TRAGER,350.00,1.00,NULL,NULL,NULL,NULL,NULL
632076.0,TOBA ESAPAMENT FINALA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632077.0,BALAMALE,40.00,4.00,NULL,NULL,NULL,NULL,NULL
631820.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631821.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632078.0,BUSON REZERVOR,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631823.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632079.0,BRAT BASCULA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631825.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631826.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631827.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632080.0,CONTACT SENZOR PEDALA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631829.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
632081.0,FULIE VIBROCHEN,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631831.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
632082.0,VOLANTA,450.00,1.00,NULL,NULL,NULL,NULL,NULL
632083.0,MANER USA,100.00,2.00,NULL,NULL,NULL,NULL,NULL
631834.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
632084.0,MODUL CONTROL ABS,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631836.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
632085.0,POMPA AMBREIAJ,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632086.0,POMPA FRANA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631839.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631840.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631841.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631842.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631843.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632087.0,REZERVOR COMBUSTIBIL,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631845.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631846.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631847.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631848.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631849.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631850.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631851.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631852.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631853.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631854.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632088.0,SONDA LAMBDA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632089.0,SPIRALA VOLAN,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631857.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631858.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632090.0,SUPORT CUTIE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631860.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632091.0,SUPORT MOTOR,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632092.0,TELESCOP AMORTIZOR CAPOTA,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631864.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631865.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631866.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631867.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631868.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631869.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631870.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631871.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631876.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631882.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631884.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631889.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631895.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631896.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631898.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631900.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631901.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631902.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631903.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631904.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631905.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631906.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631909.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631910.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631911.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631912.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631913.0,ARMATURA BARA FATA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631914.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631915.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631916.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631917.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631918.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631919.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631920.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631921.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631922.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631923.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631925.0,ARMATURA BARA FATA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631926.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631927.0,ARMATURA BARA FATA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631928.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631929.0,ARMATURA BARA FATA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631930.0,ARMATURA BARA SPATE,60.00,1.00,NULL,NULL,NULL,NULL,NULL
631933.0,ARMATURA BARA FATA,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631935.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631936.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631937.0,ARMATURA BARA FATA,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631938.0,ARMATURA BARA SPATE,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631939.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631940.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631942.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631943.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631944.0,ARMATURA BARA SPATE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631945.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631946.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631949.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631950.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631951.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631952.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631953.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631954.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631955.0,ARMATURA BARA FATA,120.00,1.00,NULL,NULL,NULL,NULL,NULL
631956.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631958.0,ARMATURA BARA SPATE,100.00,1.00,NULL,NULL,NULL,NULL,NULL
,,,,NULL,NULL,NULL,NULL,NULL
