sku,name,price,qty,year,capacity,power,horsepower,engcode
630774.0,COMPRESOR CLIMA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
630729.0,TURBO,700.00,1.00,NULL,NULL,NULL,NULL,NULL
630730.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
630775.0,COMPRESOR CLIMA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
630977.0,CAPOTA,350.00,1.00,NULL,NULL,NULL,NULL,NULL
630978.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630979.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630735.0,TURBO GOLF OCTAVIA,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631015.0,MOTOR,1530.00,1.00,NULL,NULL,NULL,NULL,NULL
630737.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
630780.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630781.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
630782.0,COMPRESOR CLIMA,350.00,1.00,NULL,NULL,NULL,NULL,NULL
630783.0,COMPRESOR CLIMA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630981.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630982.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631016.0,COMPRESOR CLIMA,550.00,1.00,NULL,NULL,NULL,NULL,NULL
630787.0,COMPRESOR CLIMA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
630788.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630789.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630984.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630985.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630986.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630987.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630794.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
630795.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
630988.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630989.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630990.0,CAPOTA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631017.0,MOTOR,1800.00,1.00,NULL,NULL,NULL,NULL,NULL
630799.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630800.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630801.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631018.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631019.0,MOTOR,1890.00,1.00,NULL,NULL,NULL,NULL,NULL
630804.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
631020.0,COMPRESOR CLIMA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631021.0,MOTOR,1800.00,1.00,NULL,NULL,NULL,NULL,NULL
631022.0,COMPRESOR CLIMA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631023.0,BARA FATA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630998.0,CAPOTA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
630999.0,CAPOTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
630811.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
631000.0,CAPOTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631001.0,CAPOTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631024.0,CAPOTA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631003.0,CAPOTA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631004.0,CAPOTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631005.0,CAPOTA,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631006.0,CAPOTA,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631007.0,CAPOTA,450.00,1.00,NULL,NULL,NULL,NULL,NULL
631025.0,BARA SPATE,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631009.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631010.0,CAPOTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631026.0,BARA FATA,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631027.0,CAPOTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631028.0,BARA SPATE,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631029.0,BARA FATA,450.00,1.00,NULL,NULL,NULL,NULL,NULL
631030.0,CAPOTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631031.0,BARA SPATE,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631032.0,BARA FATA,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631033.0,CAPOTA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631034.0,BARA SPATE,350.00,1.00,NULL,NULL,NULL,NULL,NULL
631351.0,ARIPA FATA DREAPTA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631352.0,ARIPA FATA STANGA,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631037.0,BARA SPATE,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631038.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631039.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631040.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631041.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631042.0,OGLINDA RETROVIZOARE,50.00,1.00,NULL,NULL,NULL,NULL,NULL
631487.0,ARIPA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631489.0,ARIPA SPATE STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631490.0,ARIPA FATA DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631491.0,ARIPA SPATE DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631051.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631052.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631492.0,ARIPA SPATE STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631356.0,ARIPA SPATE STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631493.0,ARIPA SPATE DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631056.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631357.0,ARIPA SPATE DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631494.0,ARIPA SPATE STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
630966.0,COMPRESOR CLIMA,550.00,1.00,NULL,NULL,NULL,NULL,NULL
631495.0,ARIPA FATA DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631060.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631496.0,ARIPA SPATE DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631497.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631063.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631064.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631498.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631499.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631067.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
630893.0,COMPRESOR CLIMA,700.00,1.00,NULL,NULL,NULL,NULL,NULL
631972.0,USA FATA STANGA CADRU,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631363.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631364.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631401.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631072.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631365.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631366.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631500.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631961.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
631367.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631368.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631966.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631503.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631402.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
631370.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631999.0,MINI ONE 1.6 (79),0.00,1.00,2002,1598CC,66KW,90CP,WMWRA32040TB12894
631084.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631371.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631372.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631504.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631505.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631373.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631374.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631506.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631507.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631508.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631509.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631095.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631096.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631377.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631378.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631099.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631963.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631379.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631380.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631511.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631104.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631381.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631382.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631107.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631108.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631383.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631384.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631512.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631513.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631385.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631386.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631387.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631115.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631514.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631388.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631515.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631516.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631517.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631518.0,USA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631519.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631520.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631521.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631522.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631523.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631524.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631399.0,ARIPA FATA DREAPTA,70.00,1.00,NULL,NULL,NULL,NULL,NULL
631403.0,COMPRESOR CLIMA DEFECT,1.00,1.00,NULL,NULL,NULL,NULL,NULL
631525.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631526.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631964.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631965.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631529.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631530.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631531.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631532.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631967.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631968.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631969.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631970.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631537.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631538.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631539.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631540.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631541.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631542.0,USA FATA DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631543.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631544.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631545.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631546.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631547.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631548.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631549.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631550.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631551.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631552.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631553.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631554.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631555.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631973.0,USA FATA DREAPTA CADRU,600.00,1.00,NULL,NULL,NULL,NULL,NULL
631557.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631558.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631559.0,USA SPATE DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631560.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631974.0,USA SPATE DREAPTA CADRU,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631562.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631563.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631564.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631975.0,USA SPATE STANGA CADRU,500.00,1.00,NULL,NULL,NULL,NULL,NULL
631171.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631566.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631984.0,USA FATA STANGA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631977.0,USA FATA DREAPTA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631175.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631176.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631569.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631983.0,USA FATA DREAPTA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631179.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631180.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631571.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631979.0,USA FATA DREAPTA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631985.0,USA FATA STANGA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631574.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631575.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631981.0,USA FATA DREAPTA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631187.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631188.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631577.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631578.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631191.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631986.0,USA FATA STANGA CADRU,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631992.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631989.0,ARIPA SPATE DREAPTA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631195.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631196.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631582.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631583.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631584.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631585.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631990.0,ARIPA SPATE STANGA,400.00,1.00,NULL,NULL,NULL,NULL,NULL
631993.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631588.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631589.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631994.0,TURBO,1350.00,1.00,NULL,NULL,NULL,NULL,NULL
631591.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631592.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631593.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631594.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631995.0,TURBO,900.00,1.00,NULL,NULL,NULL,NULL,NULL
631211.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631212.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632000.0,OPEL VIVARO 1.9DI (78),0.00,NULL,2002,1951CC,60KW,80CP,WOLF7ABA52V620814
632001.0,PEUGEOT 307SW 2.0HDI (83),0.00,NULL,2004,1997CC,66KW,90CP,VF33ARHYB83607148
631215.0,ARIPA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631216.0,ARIPA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632002.0,SKODA FABIA 1.9TDI (81),0.00,NULL,2002,1896CC,74KW,100CP,TMBNS46Y523465461
632003.0,RADIATOR APA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631220.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631601.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631602.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631223.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631603.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631604.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631224.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631605.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631606.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631227.0,ARIPA FATA DREAPTA,170.00,1.00,NULL,NULL,NULL,NULL,NULL
632004.0,BARA FATA,1000.00,1.00,NULL,NULL,NULL,NULL,NULL
632005.0,CAPOTA,1800.00,1.00,NULL,NULL,NULL,NULL,NULL
631609.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631610.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631611.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631612.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631613.0,USA FATA STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631614.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631615.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631616.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632006.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631618.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632007.0,ARIPA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632008.0,FAR STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632009.0,FAR DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631243.0,ARIPA FATA DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631622.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631623.0,USA SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631624.0,USA SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632010.0,PARBRIZ,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632011.0,OGLINDA STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632012.0,OGLINDA DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632013.0,PORTBAGAJ / HAION,450.00,1.00,NULL,NULL,NULL,NULL,NULL
631629.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631630.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631631.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631632.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632014.0,LUNETA,450.00,1.00,NULL,NULL,NULL,NULL,NULL
632015.0,BARA SPATE,450.00,1.00,NULL,NULL,NULL,NULL,NULL
632016.0,ROATA AUTO,800.00,4.00,NULL,NULL,NULL,NULL,NULL
632017.0,CARENAJ FATA STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632018.0,ARMATURA BARA FATA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632019.0,ARMATURA BARA SPATE,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632020.0,CARENAJ FATA DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632021.0,CARENAJ SPATE STANGA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
631641.0,USA FATA STANGA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
631642.0,USA FATA DREAPTA,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632022.0,CARENAJ SPATE DREAPTA,100.00,1.00,NULL,NULL,NULL,NULL,NULL
632023.0,STOP HAION STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631645.0,USA FATA STANGA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631646.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632024.0,CRIC,250.00,1.00,NULL,NULL,NULL,NULL,NULL
632025.0,TIMONERIE,300.00,1.00,NULL,NULL,NULL,NULL,NULL
632026.0,SCUT MOTOR,150.00,1.00,NULL,NULL,NULL,NULL,NULL
631650.0,USA FATA DREAPTA,250.00,1.00,NULL,NULL,NULL,NULL,NULL
631651.0,USA SPATE DREAPTA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631652.0,USA SPATE STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
631653.0,USA FATA STANGA,200.00,1.00,NULL,NULL,NULL,NULL,NULL
632027.0,REZERVOR LICHID PARBRIZ,80.00,1.00,NULL,NULL,NULL,NULL,NULL
632028.0,SCAUN FATA DREAPTA,0.00,1.00,NULL,NULL,NULL,NULL,NULL
631656.0,USA SPATE STANGA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
632029.0,SCAUN FATA STANGA,0.00,1.00,NULL,NULL,NULL,NULL,NULL
631658.0,USA FATA DREAPTA,150.00,1.00,NULL,NULL,NULL,NULL,NULL
