ID,ID_UM_MINIMA,COD_INTERN,DENUMIRE,PRET_LISTA,PRET_VANZ_MAG,GRAMAJ_UNITATEA_MINIMA,ORDINE_AFISARE,XDISC_PROMO,XTVA,XADAOS,PRODUS_ACTIV,ACOPERIRE,COD_BARE,COMENT,EXPL,PRET_LISTA_EURO,PAGINA_CATALOG,LINK_DISK,FIELD_1,FIELD_2,STOC_COMANDAT_CLN,STOC_COMANDAT_FUR,STOC_CURENT,STOC_REZERVAT,STOC_ASIGURAT,PARENT_ID,SOURCE_ID
631365,4,201099,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631365,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630349,22
631366,4,201100,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631366,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630349,23
631500,4,201234,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631500,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630326,39
631961,4,201695,ARMATURA BARA SPATE,80,80,0,999999999,0,24,0,1,0,631961,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,46
631367,4,201101,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631367,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630350,22
631368,4,201102,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631368,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630350,23
631966,4,201700,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631966,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630348,39
631503,4,201237,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631503,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630327,38
631402,4,201136,COMPRESOR CLIMA DEFECT,1,1,0,999999999,0,24,0,1,0,631402,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630409,102
631370,4,201104,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631370,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630351,23
631999,4,cod nou791,MINI ONE 1.6 (79),0,0,0,999999999,0,24,0,1,18,631999,NULL,"2002, 1598CC, 66KW, 90CP, WMWRA32040TB12894",0,NULL,NULL,NULL,NULL,0,0,1,0,0,NULL,NULL
631084,4,200818,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631084,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630339,23
631371,4,201105,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631371,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630352,22
631372,4,201106,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631372,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630352,23
631504,4,201238,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631504,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630327,39
631505,4,201239,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631505,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630331,35
631373,4,201107,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631373,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630353,22
631374,4,201108,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631374,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630353,23
631506,4,201240,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631506,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630331,37
631507,4,201241,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631507,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630331,38
631508,4,201242,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631508,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630331,39
631509,4,201243,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631509,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630332,35
631095,4,200829,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631095,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,22
631096,4,200830,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631096,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,23
631377,4,201111,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631377,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,22
631378,4,201112,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631378,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,23
631099,4,200833,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631099,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630343,22
631963,4,201697,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631963,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630354,37
631379,4,201113,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631379,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630356,22
631380,4,201114,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631380,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630356,23
631511,4,201245,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631511,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630332,38
631104,4,200838,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631104,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630344,23
631381,4,201115,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631381,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630357,22
631382,4,201116,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631382,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630357,23
631107,4,200841,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631107,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,22
631108,4,200842,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631108,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,23
631383,4,201117,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631383,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630358,22
631384,4,201118,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631384,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630358,23
631512,4,201246,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631512,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630332,39
631513,4,201247,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631513,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630333,35
631385,4,201119,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631385,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630359,22
631386,4,201120,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631386,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630359,23
631387,4,201121,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631387,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630360,22
631115,4,200849,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631115,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630347,22
631514,4,201248,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631514,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630333,37
631388,4,201122,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631388,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630360,23
631515,4,201249,USA SPATE DREAPTA,200,200,0,999999999,0,24,0,1,0,631515,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630333,38
631516,4,201250,USA SPATE STANGA,200,200,0,999999999,0,24,0,1,0,631516,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630333,39
631517,4,201251,USA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631517,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630334,35
631518,4,201252,USA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631518,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630334,37
631519,4,201253,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631519,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630334,38
631520,4,201254,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631520,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630334,39
631521,4,201255,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631521,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630335,35
631522,4,201256,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631522,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630335,37
631523,4,201257,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631523,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630335,38
631524,4,201258,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631524,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630335,39
631399,4,201133,ARIPA FATA DREAPTA,70,70,0,999999999,0,24,0,1,0,631399,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630390,22
631403,4,201137,COMPRESOR CLIMA DEFECT,1,1,0,999999999,0,24,0,1,0,631403,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630338,102
631525,4,201259,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631525,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630336,35
631526,4,201260,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631526,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630336,37
631964,4,201698,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631964,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630354,39
631965,4,201699,USA SPATE STANGA,200,200,0,999999999,0,24,0,1,0,631965,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630347,39
631529,4,201263,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631529,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630337,35
631530,4,201264,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631530,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630337,37
631531,4,201265,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631531,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630337,38
631532,4,201266,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631532,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630337,39
631967,4,201701,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631967,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630359,35
631968,4,201702,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631968,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630360,37
631969,4,201703,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631969,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630354,35
631970,4,201704,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631970,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630354,38
631537,4,201271,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631537,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630339,35
631538,4,201272,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631538,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630339,37
631539,4,201273,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631539,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630339,38
631540,4,201274,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631540,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630339,39
631541,4,201275,USA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631541,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630340,35
631542,4,201276,USA FATA DREAPTA,100,100,0,999999999,0,24,0,1,0,631542,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630340,37
631543,4,201277,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631543,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630340,38
631544,4,201278,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631544,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630340,39
631545,4,201279,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631545,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630341,35
631546,4,201280,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631546,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630341,37
631547,4,201281,USA SPATE DREAPTA,200,200,0,999999999,0,24,0,1,0,631547,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630341,38
631548,4,201282,USA SPATE STANGA,200,200,0,999999999,0,24,0,1,0,631548,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630341,39
631549,4,201283,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631549,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,35
631550,4,201284,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631550,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,37
631551,4,201285,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631551,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,38
631552,4,201286,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631552,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630342,39
631553,4,201287,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631553,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630343,35
631554,4,201288,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631554,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630343,37
631555,4,201289,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631555,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630343,38
631973,4,201707,USA FATA DREAPTA CADRU,600,600,0,999999999,0,24,0,1,0,631973,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630386,37
631557,4,201291,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631557,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630344,35
631558,4,201292,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631558,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630344,37
631559,4,201293,USA SPATE DREAPTA,150,150,0,999999999,0,24,0,1,0,631559,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630344,38
631560,4,201294,USA SPATE STANGA,150,150,0,999999999,0,24,0,1,0,631560,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630344,39
631974,4,201708,USA SPATE DREAPTA CADRU,500,500,0,999999999,0,24,0,1,0,631974,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630386,38
631562,4,201296,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631562,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,37
631563,4,201297,USA SPATE DREAPTA,200,200,0,999999999,0,24,0,1,0,631563,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,38
631564,4,201298,USA SPATE STANGA,200,200,0,999999999,0,24,0,1,0,631564,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630345,39
631975,4,201709,USA SPATE STANGA CADRU,500,500,0,999999999,0,24,0,1,0,631975,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630386,39
631171,4,200905,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631171,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630361,22
631566,4,201300,USA FATA DREAPTA,250,250,0,999999999,0,24,0,1,0,631566,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630346,37
631984,4,201718,USA FATA STANGA CADRU,150,150,0,999999999,0,24,0,1,0,631984,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630379,35
631977,4,201711,USA FATA DREAPTA CADRU,150,150,0,999999999,0,24,0,1,0,631977,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630380,37
631175,4,200909,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631175,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630362,22
631176,4,200910,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631176,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630362,23
631569,4,201303,USA FATA STANGA,250,250,0,999999999,0,24,0,1,0,631569,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630347,35
631983,4,201717,USA FATA DREAPTA CADRU,150,150,0,999999999,0,24,0,1,0,631983,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630379,37
631179,4,200913,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631179,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630363,22
631180,4,200914,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631180,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630363,23
631571,4,201305,USA SPATE DREAPTA,200,200,0,999999999,0,24,0,1,0,631571,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630347,38
631979,4,201713,USA FATA DREAPTA CADRU,150,150,0,999999999,0,24,0,1,0,631979,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630381,37
631985,4,201719,USA FATA STANGA CADRU,150,150,0,999999999,0,24,0,1,0,631985,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630383,35
631574,4,201308,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631574,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630348,37
631575,4,201309,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631575,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630348,38
631981,4,201715,USA FATA DREAPTA CADRU,150,150,0,999999999,0,24,0,1,0,631981,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630383,37
631187,4,200921,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631187,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630365,22
631188,4,200922,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631188,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630365,23
631577,4,201311,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631577,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630349,35
631578,4,201312,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631578,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630349,37
631191,4,200925,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631191,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630366,22
631986,4,201720,USA FATA STANGA CADRU,150,150,0,999999999,0,24,0,1,0,631986,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630381,35
631992,4,201726,TURBO,900,900,0,999999999,0,24,0,1,0,631992,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630661,101
631989,4,201723,ARIPA SPATE DREAPTA,400,400,0,999999999,0,24,0,1,0,631989,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630411,24
631195,4,200929,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631195,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630367,22
631196,4,200930,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631196,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630367,23
631582,4,201316,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631582,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630350,37
631583,4,201317,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631583,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630350,38
631584,4,201318,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631584,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630350,39
631585,4,201319,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631585,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630351,35
631990,4,201724,ARIPA SPATE STANGA,400,400,0,999999999,0,24,0,1,0,631990,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630411,25
631993,4,201727,TURBO,900,900,0,999999999,0,24,0,1,0,631993,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630660,101
631588,4,201322,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631588,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630351,39
631589,4,201323,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631589,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630352,35
631994,4,201728,TURBO,1350,1350,0,999999999,0,24,0,1,0,631994,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630656,101
631591,4,201325,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631591,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630352,38
631592,4,201326,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631592,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630352,39
631593,4,201327,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631593,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630353,35
631594,4,201328,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631594,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630353,37
631995,4,201729,TURBO,900,900,0,999999999,0,24,0,1,0,631995,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630657,101
631211,4,200945,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631211,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630371,22
631212,4,200946,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631212,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630371,23
632000,4,cod nou781,OPEL VIVARO 1.9DI (78),0,0,0,999999999,0,24,0,1,18,632000,NULL,"2002, 1951CC, 60KW, 80CP, WOLF7ABA52V620814",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632001,4,cod nou831,PEUGEOT 307SW 2.0HDI (83),0,0,0,999999999,0,24,0,1,18,632001,NULL,"2004, 1997CC, 66KW, 90CP, VF33ARHYB83607148",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
631215,4,200949,ARIPA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631215,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630372,22
631216,4,200950,ARIPA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631216,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630372,23
632002,4,cod nou811,SKODA FABIA 1.9TDI (81),0,0,0,999999999,0,24,0,1,18,632002,NULL,"2002, 1896CC, 74KW, 100CP, TMBNS46Y523465461",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
632003,4,201736,RADIATOR APA,300,300,0,999999999,0,24,0,1,0,632003,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,631999,16
631220,4,200954,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631220,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630373,23
631601,4,201335,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631601,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,35
631602,4,201336,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631602,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,37
631223,4,200957,ARIPA FATA DREAPTA,200,200,0,999999999,0,24,0,1,0,631223,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630374,22
631603,4,201337,USA SPATE DREAPTA,100,100,0,999999999,0,24,0,1,0,631603,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,38
631604,4,201338,USA SPATE STANGA,100,100,0,999999999,0,24,0,1,0,631604,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630355,39
631224,4,200958,ARIPA FATA STANGA,200,200,0,999999999,0,24,0,1,0,631224,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630374,23
631605,4,201339,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631605,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630356,35
631606,4,201340,USA FATA DREAPTA,150,150,0,999999999,0,24,0,1,0,631606,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630356,37
631227,4,200961,ARIPA FATA DREAPTA,170,170,0,999999999,0,24,0,1,0,631227,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630375,22
632004,4,201737,BARA FATA,1000,1000,0,999999999,0,24,0,1,0,632004,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,631999,20
632005,4,201738,CAPOTA,1800,1800,0,999999999,0,24,0,1,0,632005,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,631999,21
631609,4,201343,USA FATA STANGA,150,150,0,999999999,0,24,0,1,0,631609,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,0,0,630357,35
